id,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,Resolution,Pantalla,Brand,Family,Model,Clock Speed (GHz),Gpu Brand,Gpu Model,Gpu Type,Storage Type
808,Toshiba,Ultrabook,13.3,16,Windows 10,1.36,1877.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD
263,Dell,Gaming,15.6,8,Windows 10,2.62,899.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,Hybrid
701,Toshiba,Notebook,14.0,8,Windows 10,1.25,1535.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
549,Acer,Netbook,11.6,4,Windows 10,1.4,269.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics,Unknown,Flash Storage
530,Asus,Notebook,17.3,4,Windows 10,2.8,470.34,1366x768,Full HD,Intel,Pentium,Quad,1.1,Nvidia,GeForce 920MX,Dedicated,HDD
1010,Lenovo,Notebook,14.0,8,Windows 10,1.87,857.07,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce 920MX,Dedicated,SSD
382,Lenovo,Gaming,15.6,8,No OS,2.4,779.0,1920x1080,Full HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1050,Dedicated,SSD
80,Dell,Notebook,15.6,8,Windows 10,2.04,2250.68,3840x2160,4K Ultra HD,Intel,Core i5,6300HQ,2.3,Nvidia,GeForce 960M,Dedicated,SSD
939,Dell,Gaming,15.6,8,Windows 10,2.62,985.0,1920x1080,Full HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1050,Dedicated,SSD
789,HP,Notebook,14.0,8,Windows 10,1.64,1185.43,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 930MX,Dedicated,SSD
1239,Lenovo,Notebook,15.6,8,Windows 10,2.3,1049.6,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
871,HP,Notebook,15.6,8,Windows 10,1.84,1304.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
218,HP,Ultrabook,12.5,4,Windows 10,1.26,1539.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
1182,Dell,Ultrabook,15.6,8,Windows 10,1.88,1298.0,1920x1080,Full HD,Intel,Core i7,8650U,1.9,Intel,UHD Graphics 620,Unknown,SSD
928,HP,Notebook,15.6,8,Windows 10,1.91,618.99,1366x768,Full HD,Intel,Core i5,7200U,2.5,AMD,Radeon 520,Dedicated,SSD
722,Lenovo,Notebook,15.6,8,Windows 10,2.2,459.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD
126,Dell,Notebook,15.6,8,Linux,2.2,647.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon 520,Dedicated,HDD
486,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,2509.0,2560x1440,Touchscreen,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
1230,Toshiba,Notebook,15.6,8,Windows 10,2.2,1043.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Nvidia,GeForce 930M,Dedicated,SSD
823,Dell,Notebook,15.6,8,Windows 10,2.0,1142.75,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Nvidia,GeForce 940MX,Dedicated,SSD
1300,Dell,Notebook,15.6,8,Windows 10,2.36,638.8,1920x1080,Full HD,Intel,Core i5,7200U,2.5,AMD,Radeon R7 M445,Dedicated,HDD
1190,HP,Notebook,15.6,4,Windows 10,1.86,439.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD
401,Acer,Notebook,15.6,4,Windows 10,2.1,363.51,1366x768,Full HD,Intel,Pentium,Quad,1.1,Intel,HD Graphics 505,Unknown,HDD
427,Apple,Ultrabook,13.3,8,macOS,1.37,1339.69,2560x1600,Retina Display,Intel,Core i5,2.3GHz,2.3,Intel,Iris Plus Graphics 640,Unknown,SSD
990,Lenovo,Ultrabook,12.5,8,Windows 10,0.99,1399.0,2560x1440,Touchscreen,Intel,Core M,6Y75,1.2,Intel,HD Graphics 515,Unknown,SSD
1043,Dell,Notebook,15.6,8,Windows 10,1.98,961.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce GT 940MX,Dedicated,HDD
720,Lenovo,Notebook,17.3,16,Windows 7,2.4,2968.0,3840x2160,4K Ultra HD,Intel,Core i7,6820HQ,2.7,Nvidia,Quadro 3000M,Dedicated,SSD
973,Acer,Notebook,15.6,8,Linux,2.5,979.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD
191,Lenovo,Netbook,11.6,4,Chrome OS,1.25,265.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,SSD
96,HP,Gaming,17.3,16,Windows 10,3.78,1498.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD
1233,Lenovo,Notebook,15.6,8,No OS,2.2,659.01,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 940MX,Dedicated,HDD
526,Vero,Notebook,14.0,4,Windows 10,1.22,202.9,1920x1080,Full HD,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,Flash Storage
1122,Lenovo,Gaming,15.6,8,Windows 10,3.2,1399.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD
325,HP,Notebook,15.6,4,No OS,1.86,364.9,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD
315,Lenovo,Notebook,15.6,8,Windows 10,2.6,899.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 960M,Dedicated,HDD
554,HP,Ultrabook,15.6,8,Windows 10,1.84,1389.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
902,HP,Ultrabook,15.6,8,Windows 7,1.88,2171.72,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD
890,Dell,Notebook,15.6,8,Windows 10,2.14,539.95,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
697,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1429.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
709,Asus,Gaming,15.6,16,Windows 10,2.2,2449.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070,Dedicated,SSD
130,MSI,Gaming,15.6,16,Windows 10,2.4,1294.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD
972,Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,999.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,SSD
333,Dell,Gaming,17.3,32,Windows 10,4.42,3588.8,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070M,Dedicated,SSD
1142,Dell,Notebook,15.6,4,Windows 10,2.3,585.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,AMD,Radeon R5 M430,Dedicated,HDD
934,Dell,Ultrabook,13.3,16,Windows 10,1.29,2240.0,3200x1800,Quad HD+,Intel,Core i7,7660U,2.5,Intel,Iris Plus Graphics 640,Unknown,SSD
520,Dell,Notebook,17.3,8,Windows 10,2.8,1142.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,AMD,Radeon 530,Dedicated,SSD
1111,HP,Notebook,15.6,8,Windows 10,1.84,2103.34,1920x1080,Full HD,Intel,Core i5,6300U,2.4,Intel,HD Graphics 520,Unknown,SSD
256,Asus,Notebook,14.0,8,Windows 10,2.0,1334.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
156,Dell,2 in 1 Convertible,12.5,8,Windows 10,1.34,1670.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
305,Toshiba,Notebook,15.6,8,Windows 10,2.2,812.0,1366x768,Full HD,Intel,Core i7,6500U,2.5,Nvidia,GeForce 930M,Dedicated,HDD
169,Acer,Notebook,15.6,4,Chrome OS,2.2,209.0,1366x768,Full HD,Intel,Celeron,Dual,1.5,Intel,HD Graphics,Unknown,SSD
1254,Dell,Gaming,17.3,16,Windows 10,4.36,3154.0,3840x2160,4K Ultra HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070,Dedicated,SSD
1191,Dell,Notebook,15.6,8,Linux,2.2,749.01,1920x1080,Full HD,Intel,Core i7,7500U,2.7,AMD,Radeon R5 M430,Dedicated,SSD
437,Dell,2 in 1 Convertible,15.6,8,Windows 10,2.08,819.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Intel,UHD Graphics 620,Unknown,HDD
1177,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,2.8,2440.0,2560x1440,Touchscreen,Intel,Core i7,6600U,2.6,Intel,HD Graphics 520,Unknown,SSD
377,Dell,Notebook,15.6,8,Windows 10,2.0,1820.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD
667,Lenovo,Notebook,13.3,8,Windows 10,1.44,960.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
616,HP,Workstation,17.3,8,Windows 10,3.14,1907.99,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,Quadro M1200,Dedicated,HDD
1103,Google,Ultrabook,12.3,8,Chrome OS,1.1,1559.0,2400x1600,Touchscreen,Intel,Core i5,7Y57,1.2,Intel,HD Graphics 615,Unknown,SSD
2,HP,Ultrabook,14.0,8,Windows 10,1.48,2089.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
583,MSI,Gaming,17.3,8,Windows 10,2.7,1349.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD
1257,Lenovo,Notebook,14.0,8,Windows 10,1.7,1186.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
848,Dell,Notebook,15.6,4,Windows 10,2.18,657.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
112,Apple,Ultrabook,13.3,8,macOS,1.34,1158.7,1440x900,Full HD,Intel,Core i5,1.8GHz,1.8,Intel,HD Graphics 6000,Unknown,Flash Storage
1013,Acer,Notebook,15.6,8,Windows 10,2.2,841.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Nvidia,GeForce MX150,Dedicated,SSD
1203,Asus,Notebook,15.6,4,Linux,2.0,559.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
1166,Dell,Notebook,17.3,8,Windows 10,2.8,979.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon 530,Dedicated,SSD
435,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,2824.0,2560x1440,Touchscreen,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
633,Asus,Notebook,14.0,4,Windows 10,1.5,298.0,1920x1080,Full HD,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,Flash Storage
43,HP,Notebook,15.6,8,Windows 10,1.86,639.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
825,Toshiba,Notebook,13.3,4,Windows 10,1.05,1285.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
329,Asus,Gaming,17.3,16,Windows 10,2.9,2122.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070,Dedicated,SSD
602,Lenovo,Notebook,15.6,8,Windows 10,1.95,1390.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
878,Lenovo,Ultrabook,12.5,8,Windows 10,1.3,1099.0,1366x768,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
70,Lenovo,Notebook,17.3,8,Windows 10,3.4,2999.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,Quadro M620M,Dedicated,SSD
770,Dell,Gaming,15.6,16,Windows 10,2.65,1349.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD
965,Dell,Notebook,15.6,8,Linux,1.98,895.01,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce GT 940MX,Dedicated,SSD
570,Acer,Notebook,14.0,4,Chrome OS,1.45,375.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 510,Unknown,Flash Storage
282,Lenovo,Notebook,14.0,2,Windows 10,1.5,229.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics,Unknown,Flash Storage
7,HP,Notebook,15.6,8,Windows 10,1.9,1269.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,AMD,FirePro W4190M,Dedicated,HDD
120,Asus,Ultrabook,14.0,8,Windows 10,1.25,1099.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Intel,UHD Graphics 620,Unknown,SSD
189,Asus,Gaming,15.6,16,Windows 10,2.2,1449.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD
301,Asus,Ultrabook,14.0,16,Windows 10,1.3,1495.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Nvidia,GeForce MX150,Dedicated,SSD
490,HP,Notebook,15.6,4,No OS,1.86,393.9,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
913,Dell,Notebook,15.6,8,Linux,2.3,805.99,1366x768,Full HD,Intel,Core i7,7500U,2.7,AMD,Radeon R5 M430,Dedicated,HDD
296,HP,2 in 1 Convertible,14.0,4,Windows 10,1.63,699.0,1920x1080,Full HD,Intel,Core i3,7100U,2.4,Nvidia,GeForce 940MX,Dedicated,SSD
1078,HP,Notebook,14.0,4,Windows 7,1.54,1099.99,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
577,Dell,Notebook,15.6,4,Windows 7,2.24,769.15,1366x768,Full HD,Intel,Core i5,6200U,2.3,AMD,Radeon R5 M315,Dedicated,HDD
452,Lenovo,2 in 1 Convertible,10.1,4,Android,0.69,549.0,1920x1200,Touchscreen,Intel,Atom,x5-Z8550,1.44,Intel,HD Graphics 400,Unknown,Flash Storage
841,HP,Ultrabook,12.5,8,Windows 10,1.26,1349.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD
356,Dell,Gaming,17.3,16,Windows 10,4.42,2799.0,2560x1440,Full HD,Intel,Core i7,7820HK,2.9,Nvidia,GeForce GTX 1070,Dedicated,SSD
267,Lenovo,Notebook,15.6,8,No OS,2.2,499.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Nvidia,GeForce 920MX,Dedicated,SSD
425,HP,Notebook,15.6,4,Windows 10,1.96,500.0,1366x768,Full HD,Intel,Pentium,Quad,1.6,Intel,HD Graphics 405,Unknown,HDD
465,HP,Workstation,15.6,8,Windows 10,2.0,2249.0,1920x1080,Full HD,Intel,Core i7,6820HQ,2.7,Nvidia,Quadro M1000M,Dedicated,SSD
755,Huawei,Ultrabook,13.0,8,Windows 10,1.05,1349.0,2160x1440,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
754,Lenovo,Gaming,15.6,16,Windows 10,3.2,1749.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD
598,HP,Notebook,14.0,4,Windows 10,1.64,684.0,1366x768,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,HDD
48,HP,Notebook,15.6,8,Windows 10,2.1,794.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,HDD
434,Acer,Notebook,14.0,4,Windows 10,1.8,636.0,1920x1080,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,SSD
328,Toshiba,Notebook,15.6,8,Windows 10,2.2,1399.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD
1051,Samsung,Netbook,11.6,4,Chrome OS,1.15,269.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,Flash Storage
248,Toshiba,Notebook,15.6,4,Windows 10,2.1,447.0,1366x768,Full HD,Intel,Core i3,6006U,2.2,Intel,HD Graphics 520,Unknown,HDD
100,Dell,Notebook,14.0,8,Windows 10,1.6,1119.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
575,Lenovo,Notebook,15.6,4,No OS,1.9,368.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,AMD,Radeon R5 M430,Dedicated,HDD
561,Dell,Notebook,15.6,8,Linux,2.2,677.35,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon 520,Dedicated,SSD
814,Lenovo,Notebook,15.6,8,Windows 10,2.3,1349.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
1028,Lenovo,Notebook,14.0,8,No OS,1.7,599.0,1920x1080,Full HD,Intel,Core i3,7130U,2.7,Intel,HD Graphics 620,Unknown,SSD
453,Lenovo,Gaming,15.6,8,Windows 10,2.5,1189.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD
68,Dell,Notebook,15.6,4,Linux,2.18,443.9,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD
729,Dell,Gaming,15.6,8,Windows 10,2.65,999.0,1920x1080,Full HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1050,Dedicated,HDD
759,Toshiba,Notebook,14.0,4,Windows 10,1.47,1105.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
359,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.7,999.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
493,Lenovo,Ultrabook,14.0,24,Windows 10,1.32,2382.0,2560x1440,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
692,Apple,Ultrabook,15.4,16,macOS,1.83,2439.97,2880x1800,Retina Display,Intel,Core i7,2.8GHz,2.8,AMD,Radeon Pro 555,Dedicated,SSD
24,MSI,Gaming,17.3,16,Windows 10,2.7,1492.8,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD
856,Dell,Workstation,15.6,16,Windows 10,2.8,3055.0,3840x2160,4K Ultra HD,Intel,Xeon,E3-1505M,3.0,Nvidia,Quadro M1200,Dedicated,SSD
704,Dell,Notebook,15.6,2,Windows 10,2.2,379.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics,Unknown,HDD
1171,Lenovo,Notebook,15.6,4,Windows 10,2.1,540.0,1366x768,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,HDD
354,Asus,Gaming,17.3,16,Windows 10,2.9,1407.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD
590,Dell,Gaming,15.6,16,Windows 10,3.21,2774.63,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070,Dedicated,SSD
413,Lenovo,Notebook,15.6,4,Windows 10,1.8,829.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,SSD
1157,Dell,Notebook,15.6,4,Linux,2.2,485.0,1920x1080,Full HD,Intel,Core i3,6006U,2.0,AMD,Radeon R5 M430,Dedicated,SSD
0,Dell,Ultrabook,13.3,8,Windows 10,1.3,1268.0,3200x1800,Quad HD+,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD
626,MSI,Gaming,17.3,8,Windows 10,2.7,1486.77,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD
677,HP,Notebook,14.0,8,Windows 10,1.63,988.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Intel,UHD Graphics 620,Unknown,SSD
637,Dell,Ultrabook,13.3,8,Windows 10,1.4,955.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,AMD,Radeon 530,Dedicated,SSD
1211,HP,Notebook,15.6,4,Windows 10,2.31,705.15,1366x768,Full HD,Intel,Core i3,6100U,2.3,Intel,HD Graphics 520,Unknown,HDD
245,Dell,Workstation,15.6,8,Windows 10,2.23,1993.0,1920x1080,Full HD,Intel,Xeon,E3-1505M,3.0,Nvidia,Quadro M620,Dedicated,HDD
1094,Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,638.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD
388,Dell,Notebook,15.6,16,Windows 10,2.06,1899.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD
1280,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,1079.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
593,Acer,Notebook,15.6,4,Windows 10,2.2,613.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Nvidia,GeForce MX150,Dedicated,HDD
352,Asus,Gaming,17.3,8,Windows 10,3.2,1299.0,1920x1080,Full HD,AMD,Ryzen,1700,3.0,AMD,Radeon RX 580,Dedicated,SSD
955,Dell,Notebook,15.6,4,Windows 10,2.2,498.9,1920x1080,Full HD,Intel,Core i3,6006U,2.0,AMD,Radeon R5 M430,Dedicated,SSD
713,Lenovo,Notebook,14.0,8,Windows 10,1.9,938.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
379,HP,Notebook,15.6,8,Windows 10,2.1,716.0,1920x1080,Full HD,Intel,Core i3,7100U,2.4,Nvidia,GeForce 930MX,Dedicated,HDD
16,HP,Notebook,13.3,4,Windows 10,1.49,719.0,1920x1080,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,SSD
1005,HP,Notebook,15.6,8,Windows 10,1.84,1228.99,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD
1053,Lenovo,Notebook,15.6,4,Windows 10,2.2,349.0,1920x1080,Full HD,Intel,Pentium,Quad,1.1,Intel,HD Graphics 505,Unknown,SSD
669,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,1349.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
402,Dell,Notebook,15.6,16,Windows 10,2.32,989.99,1920x1080,Full HD,Intel,Core i7,7500U,2.7,AMD,Radeon R7 M445,Dedicated,HDD
849,Apple,Ultrabook,12.0,8,Mac OS X,0.92,1163.0,2304x1440,Retina Display,Intel,Core M,1.1GHz,1.1,Intel,HD Graphics 5300,Unknown,Flash Storage
323,Apple,Ultrabook,13.3,8,macOS,1.37,1803.6,2560x1600,Retina Display,Intel,Core i5,3.1GHz,3.1,Intel,Iris Plus Graphics 650,Unknown,SSD
615,HP,Notebook,13.3,4,Chrome OS,1.29,615.0,3200x1800,Quad HD+,Intel,Pentium,Dual,1.5,Intel,HD Graphics 515,Unknown,Flash Storage
389,Lenovo,Notebook,15.6,8,Windows 10,2.3,830.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
1084,Lenovo,Notebook,15.6,8,Windows 10,2.1,1144.5,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon RX 550,Dedicated,SSD
1261,MSI,Gaming,15.6,16,Windows 10,2.8,2099.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070,Dedicated,SSD
562,Dell,Notebook,17.3,8,Linux,2.83,865.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,AMD,Radeon R7 M445,Dedicated,HDD
768,Lenovo,Notebook,13.3,4,Windows 10,1.5,549.0,1920x1080,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,SSD
164,Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,2099.0,3840x2160,4K Ultra HD,Intel,Core i7,8550U,1.8,Intel,UHD Graphics 620,Unknown,SSD
525,Lenovo,Notebook,14.0,4,Chrome OS,1.5,325.0,1366x768,Full HD,Intel,Celeron,Quad,1.6,Intel,HD Graphics 400,Unknown,Flash Storage
134,Dell,Gaming,15.6,16,Windows 10,2.65,1499.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD
743,Asus,Gaming,15.6,8,Windows 10,2.3,1649.0,1920x1080,Full HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1060,Dedicated,SSD
821,Lenovo,Notebook,15.6,4,Windows 10,2.2,499.0,1920x1080,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,SSD
836,Toshiba,Notebook,15.6,16,Windows 10,2.4,1975.0,1920x1080,Full HD,Intel,Core i7,6600U,2.6,Nvidia,GeForce 930M,Dedicated,SSD
824,Dell,2 in 1 Convertible,11.6,4,Windows 10,1.47,479.0,1366x768,Touchscreen,Intel,Pentium,Quad,1.6,Intel,HD Graphics 405,Unknown,HDD
464,Toshiba,Notebook,14.0,8,Windows 10,1.95,1180.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
410,Dell,Notebook,15.6,16,Windows 10,2.3,1181.27,1920x1080,Full HD,Intel,Core i7,7500U,2.7,AMD,Radeon R7 M445,Dedicated,SSD
1302,Lenovo,Notebook,15.6,8,Windows 10,2.1,1229.56,1920x1080,Full HD,Intel,Core i7,8550U,1.8,AMD,Radeon RX 550,Dedicated,SSD
129,HP,2 in 1 Convertible,15.6,4,Windows 10,2.3,684.8,1366x768,Touchscreen,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
700,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.8,1669.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD
127,Lenovo,Notebook,15.6,4,Windows 10,1.85,779.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,HDD
1228,Asus,Ultrabook,15.6,16,Windows 10,1.63,1468.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 940MX,Dedicated,SSD
