id,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,Resolution,Pantalla,Brand,Family,Model,Clock Speed (GHz),Gpu Brand,Gpu Model,Gpu Type,Storage Type,Componentes_principales
366,HP,Notebook,13.3,8,Windows 10,1.16,1690.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
92,Acer,Notebook,15.6,4,Windows 10,2.4,387.0,1366x768,Full HD,AMD,A8-Series,7410,2.2,AMD,Radeon R5,Dedicated,HDD,1.791759469228055
50,HP,Ultrabook,12.5,8,Windows 10,1.09,3100.0,3840x2160,4K Ultra HD,Intel,Core M,6Y75,1.2,Intel,HD Graphics 515,Unknown,SSD,3.295836866004329
656,Toshiba,Ultrabook,13.3,8,Windows 10,1.2,1095.0,1366x768,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
606,Lenovo,Notebook,14.0,2,Windows 10,1.5,229.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics,Unknown,Flash Storage,1.3862943611198906
503,Lenovo,Notebook,15.6,4,Windows 7,2.32,825.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,Hybrid,2.70805020110221
1288,Dell,Notebook,15.6,4,Windows 10,2.18,684.99,1366x768,Full HD,Intel,Core i5,7200U,2.5,AMD,Radeon R5 M420,Dedicated,HDD,2.302585092994046
1193,Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,638.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD,2.772588722239781
188,Toshiba,Notebook,13.3,8,Windows 10,1.2,1213.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
945,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,1899.0,1920x1080,Full HD,Intel,Core i5,7Y54,1.2,Intel,HD Graphics 615,Unknown,SSD,3.258096538021482
1024,HP,Notebook,15.6,4,Windows 10,1.86,438.69,1366x768,Full HD,Intel,Core i3,6006U,2.0,AMD,Radeon 520,Dedicated,HDD,1.9459101490553132
53,HP,Notebook,17.3,4,Windows 10,2.5,699.0,1920x1080,Full HD,Intel,Core i3,6006U,2.0,AMD,Radeon R5 520,Dedicated,SSD,2.1972245773362196
981,Lenovo,Notebook,15.6,8,Windows 10,2.2,899.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 920MX,Dedicated,HDD,2.9444389791664403
1282,Lenovo,Gaming,15.6,16,Windows 10,2.6,1029.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 960M,Dedicated,SSD,3.5263605246161616
721,HP,Notebook,15.6,6,Windows 10,2.1,529.0,1920x1080,Full HD,AMD,A12-Series,9720P,2.7,AMD,Radeon 530,Dedicated,HDD,2.5649493574615367
441,Dell,Notebook,15.6,4,Linux,2.18,521.86,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 520,Unknown,HDD,2.4849066497880004
1222,HP,Ultrabook,13.3,8,Windows 10,1.38,1119.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce MX150,Dedicated,SSD,3.091042453358316
992,Dell,Notebook,15.6,8,Windows 10,2.18,1009.9,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 940MX,Dedicated,SSD,3.091042453358316
1271,Asus,2 in 1 Convertible,11.6,2,Windows 10,1.1,275.0,1366x768,Touchscreen,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,Flash Storage,1.0986122886681098
546,Asus,Notebook,15.6,4,Windows 10,2.2,369.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics,Unknown,HDD,1.9459101490553132
541,HP,Notebook,14.0,8,Windows 7,1.43,1469.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
915,Razer,Gaming,14.0,16,Windows 10,1.95,2599.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD,3.6375861597263857
543,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1825.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.8903717578961645
139,HP,Notebook,15.6,4,Windows 10,2.04,521.47,1366x768,Touchscreen,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,HDD,2.3978952727983707
929,Dell,Notebook,15.6,8,Linux,2.3,805.99,1366x768,Full HD,Intel,Core i7,7500U,2.7,AMD,Radeon R5 M430,Dedicated,HDD,2.8903717578961645
565,HP,Notebook,15.6,8,Windows 10,2.04,629.0,1366x768,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,HDD,2.995732273553991
300,Lenovo,Notebook,15.6,8,Windows 10,2.2,597.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.8903717578961645
960,HP,Notebook,15.6,4,No OS,1.86,299.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,SSD,2.1972245773362196
750,HP,Gaming,17.3,8,Windows 10,2.75,1399.0,1920x1080,Full HD,Intel,Core i5,6300HQ,2.3,Nvidia,GeForce GTX 965M,Dedicated,SSD,3.091042453358316
362,Asus,Notebook,15.6,4,Windows 10,2.37,849.9,1366x768,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD,2.8903717578961645
808,Toshiba,Ultrabook,13.3,16,Windows 10,1.36,1877.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD,3.332204510175204
263,Dell,Gaming,15.6,8,Windows 10,2.62,899.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,Hybrid,3.258096538021482
701,Toshiba,Notebook,14.0,8,Windows 10,1.25,1535.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.8903717578961645
549,Acer,Netbook,11.6,4,Windows 10,1.4,269.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics,Unknown,Flash Storage,1.791759469228055
530,Asus,Notebook,17.3,4,Windows 10,2.8,470.34,1366x768,Full HD,Intel,Pentium,Quad,1.1,Nvidia,GeForce 920MX,Dedicated,HDD,1.9459101490553132
1010,Lenovo,Notebook,14.0,8,Windows 10,1.87,857.07,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce 920MX,Dedicated,SSD,2.833213344056216
382,Lenovo,Gaming,15.6,8,No OS,2.4,779.0,1920x1080,Full HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1050,Dedicated,SSD,2.9444389791664403
80,Dell,Notebook,15.6,8,Windows 10,2.04,2250.68,3840x2160,4K Ultra HD,Intel,Core i5,6300HQ,2.3,Nvidia,GeForce 960M,Dedicated,SSD,3.295836866004329
939,Dell,Gaming,15.6,8,Windows 10,2.62,985.0,1920x1080,Full HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1050,Dedicated,SSD,2.9444389791664403
789,HP,Notebook,14.0,8,Windows 10,1.64,1185.43,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 930MX,Dedicated,SSD,3.1354942159291497
1239,Lenovo,Notebook,15.6,8,Windows 10,2.3,1049.6,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
871,HP,Notebook,15.6,8,Windows 10,1.84,1304.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD,3.091042453358316
218,HP,Ultrabook,12.5,4,Windows 10,1.26,1539.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD,2.4849066497880004
1182,Dell,Ultrabook,15.6,8,Windows 10,1.88,1298.0,1920x1080,Full HD,Intel,Core i7,8650U,1.9,Intel,UHD Graphics 620,Unknown,SSD,3.091042453358316
928,HP,Notebook,15.6,8,Windows 10,1.91,618.99,1366x768,Full HD,Intel,Core i5,7200U,2.5,AMD,Radeon 520,Dedicated,SSD,2.833213344056216
722,Lenovo,Notebook,15.6,8,Windows 10,2.2,459.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD,2.4849066497880004
126,Dell,Notebook,15.6,8,Linux,2.2,647.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon 520,Dedicated,HDD,2.6390573296152584
486,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,2509.0,2560x1440,Touchscreen,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD,3.4011973816621555
1230,Toshiba,Notebook,15.6,8,Windows 10,2.2,1043.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Nvidia,GeForce 930M,Dedicated,SSD,3.1354942159291497
823,Dell,Notebook,15.6,8,Windows 10,2.0,1142.75,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Nvidia,GeForce 940MX,Dedicated,SSD,2.833213344056216
1300,Dell,Notebook,15.6,8,Windows 10,2.36,638.8,1920x1080,Full HD,Intel,Core i5,7200U,2.5,AMD,Radeon R7 M445,Dedicated,HDD,2.772588722239781
1190,HP,Notebook,15.6,4,Windows 10,1.86,439.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD,2.0794415416798357
401,Acer,Notebook,15.6,4,Windows 10,2.1,363.51,1366x768,Full HD,Intel,Pentium,Quad,1.1,Intel,HD Graphics 505,Unknown,HDD,1.791759469228055
427,Apple,Ultrabook,13.3,8,macOS,1.37,1339.69,2560x1600,Retina Display,Intel,Core i5,2.3GHz,2.3,Intel,Iris Plus Graphics 640,Unknown,SSD,3.2188758248682006
990,Lenovo,Ultrabook,12.5,8,Windows 10,0.99,1399.0,2560x1440,Touchscreen,Intel,Core M,6Y75,1.2,Intel,HD Graphics 515,Unknown,SSD,3.295836866004329
1043,Dell,Notebook,15.6,8,Windows 10,1.98,961.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce GT 940MX,Dedicated,HDD,3.044522437723423
720,Lenovo,Notebook,17.3,16,Windows 7,2.4,2968.0,3840x2160,4K Ultra HD,Intel,Core i7,6820HQ,2.7,Nvidia,Quadro 3000M,Dedicated,SSD,3.7612001156935624
973,Acer,Notebook,15.6,8,Linux,2.5,979.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD,3.332204510175204
191,Lenovo,Netbook,11.6,4,Chrome OS,1.25,265.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,SSD,2.1972245773362196
96,HP,Gaming,17.3,16,Windows 10,3.78,1498.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD,3.5553480614894135
1233,Lenovo,Notebook,15.6,8,No OS,2.2,659.01,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 940MX,Dedicated,HDD,2.995732273553991
526,Vero,Notebook,14.0,4,Windows 10,1.22,202.9,1920x1080,Full HD,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,Flash Storage,1.6094379124341003
1122,Lenovo,Gaming,15.6,8,Windows 10,3.2,1399.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD,3.4011973816621555
325,HP,Notebook,15.6,4,No OS,1.86,364.9,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD,2.0794415416798357
315,Lenovo,Notebook,15.6,8,Windows 10,2.6,899.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 960M,Dedicated,HDD,3.1780538303479458
554,HP,Ultrabook,15.6,8,Windows 10,1.84,1389.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD,3.091042453358316
902,HP,Ultrabook,15.6,8,Windows 7,1.88,2171.72,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
890,Dell,Notebook,15.6,8,Windows 10,2.14,539.95,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD,2.772588722239781
697,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1429.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.8903717578961645
709,Asus,Gaming,15.6,16,Windows 10,2.2,2449.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070,Dedicated,SSD,3.7376696182833684
130,MSI,Gaming,15.6,16,Windows 10,2.4,1294.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD,3.5553480614894135
972,Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,999.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,SSD,2.833213344056216
333,Dell,Gaming,17.3,32,Windows 10,4.42,3588.8,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070M,Dedicated,SSD,4.07753744390572
1142,Dell,Notebook,15.6,4,Windows 10,2.3,585.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,AMD,Radeon R5 M430,Dedicated,HDD,2.302585092994046
934,Dell,Ultrabook,13.3,16,Windows 10,1.29,2240.0,3200x1800,Quad HD+,Intel,Core i7,7660U,2.5,Intel,Iris Plus Graphics 640,Unknown,SSD,3.58351893845611
520,Dell,Notebook,17.3,8,Windows 10,2.8,1142.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,AMD,Radeon 530,Dedicated,SSD,2.9444389791664403
1111,HP,Notebook,15.6,8,Windows 10,1.84,2103.34,1920x1080,Full HD,Intel,Core i5,6300U,2.4,Intel,HD Graphics 520,Unknown,SSD,2.9444389791664403
256,Asus,Notebook,14.0,8,Windows 10,2.0,1334.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD,3.091042453358316
156,Dell,2 in 1 Convertible,12.5,8,Windows 10,1.34,1670.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.8903717578961645
305,Toshiba,Notebook,15.6,8,Windows 10,2.2,812.0,1366x768,Full HD,Intel,Core i7,6500U,2.5,Nvidia,GeForce 930M,Dedicated,HDD,3.044522437723423
169,Acer,Notebook,15.6,4,Chrome OS,2.2,209.0,1366x768,Full HD,Intel,Celeron,Dual,1.5,Intel,HD Graphics,Unknown,SSD,2.0794415416798357
1254,Dell,Gaming,17.3,16,Windows 10,4.36,3154.0,3840x2160,4K Ultra HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070,Dedicated,SSD,3.7376696182833684
1191,Dell,Notebook,15.6,8,Linux,2.2,749.01,1920x1080,Full HD,Intel,Core i7,7500U,2.7,AMD,Radeon R5 M430,Dedicated,SSD,2.995732273553991
437,Dell,2 in 1 Convertible,15.6,8,Windows 10,2.08,819.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Intel,UHD Graphics 620,Unknown,HDD,2.8903717578961645
1177,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,2.8,2440.0,2560x1440,Touchscreen,Intel,Core i7,6600U,2.6,Intel,HD Graphics 520,Unknown,SSD,3.5553480614894135
377,Dell,Notebook,15.6,8,Windows 10,2.0,1820.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD,3.295836866004329
667,Lenovo,Notebook,13.3,8,Windows 10,1.44,960.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.8903717578961645
616,HP,Workstation,17.3,8,Windows 10,3.14,1907.99,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,Quadro M1200,Dedicated,HDD,3.4011973816621555
1103,Google,Ultrabook,12.3,8,Chrome OS,1.1,1559.0,2400x1600,Touchscreen,Intel,Core i5,7Y57,1.2,Intel,HD Graphics 615,Unknown,SSD,3.258096538021482
2,HP,Ultrabook,14.0,8,Windows 10,1.48,2089.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD,3.091042453358316
583,MSI,Gaming,17.3,8,Windows 10,2.7,1349.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD,3.332204510175204
1257,Lenovo,Notebook,14.0,8,Windows 10,1.7,1186.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
848,Dell,Notebook,15.6,4,Windows 10,2.18,657.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD,2.4849066497880004
112,Apple,Ultrabook,13.3,8,macOS,1.34,1158.7,1440x900,Full HD,Intel,Core i5,1.8GHz,1.8,Intel,HD Graphics 6000,Unknown,Flash Storage,2.833213344056216
1013,Acer,Notebook,15.6,8,Windows 10,2.2,841.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Nvidia,GeForce MX150,Dedicated,SSD,2.995732273553991
1203,Asus,Notebook,15.6,4,Linux,2.0,559.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.6390573296152584
1166,Dell,Notebook,17.3,8,Windows 10,2.8,979.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon 530,Dedicated,SSD,2.772588722239781
435,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,2824.0,2560x1440,Touchscreen,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD,3.4011973816621555
633,Asus,Notebook,14.0,4,Windows 10,1.5,298.0,1920x1080,Full HD,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,Flash Storage,1.6094379124341003
43,HP,Notebook,15.6,8,Windows 10,1.86,639.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD,2.772588722239781
825,Toshiba,Notebook,13.3,4,Windows 10,1.05,1285.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.6390573296152584
329,Asus,Gaming,17.3,16,Windows 10,2.9,2122.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070,Dedicated,SSD,3.7376696182833684
602,Lenovo,Notebook,15.6,8,Windows 10,1.95,1390.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.8903717578961645
878,Lenovo,Ultrabook,12.5,8,Windows 10,1.3,1099.0,1366x768,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
70,Lenovo,Notebook,17.3,8,Windows 10,3.4,2999.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,Quadro M620M,Dedicated,SSD,3.5263605246161616
770,Dell,Gaming,15.6,16,Windows 10,2.65,1349.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD,3.58351893845611
965,Dell,Notebook,15.6,8,Linux,1.98,895.01,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce GT 940MX,Dedicated,SSD,3.1354942159291497
570,Acer,Notebook,14.0,4,Chrome OS,1.45,375.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 510,Unknown,Flash Storage,1.791759469228055
282,Lenovo,Notebook,14.0,2,Windows 10,1.5,229.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics,Unknown,Flash Storage,1.3862943611198906
7,HP,Notebook,15.6,8,Windows 10,1.9,1269.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,AMD,FirePro W4190M,Dedicated,HDD,3.091042453358316
120,Asus,Ultrabook,14.0,8,Windows 10,1.25,1099.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Intel,UHD Graphics 620,Unknown,SSD,2.995732273553991
189,Asus,Gaming,15.6,16,Windows 10,2.2,1449.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD,3.6375861597263857
301,Asus,Ultrabook,14.0,16,Windows 10,1.3,1495.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Nvidia,GeForce MX150,Dedicated,SSD,3.332204510175204
490,HP,Notebook,15.6,4,No OS,1.86,393.9,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD,2.4849066497880004
913,Dell,Notebook,15.6,8,Linux,2.3,805.99,1366x768,Full HD,Intel,Core i7,7500U,2.7,AMD,Radeon R5 M430,Dedicated,HDD,2.8903717578961645
296,HP,2 in 1 Convertible,14.0,4,Windows 10,1.63,699.0,1920x1080,Full HD,Intel,Core i3,7100U,2.4,Nvidia,GeForce 940MX,Dedicated,SSD,2.3978952727983707
1078,HP,Notebook,14.0,4,Windows 7,1.54,1099.99,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD,2.772588722239781
577,Dell,Notebook,15.6,4,Windows 7,2.24,769.15,1366x768,Full HD,Intel,Core i5,6200U,2.3,AMD,Radeon R5 M315,Dedicated,HDD,2.5649493574615367
452,Lenovo,2 in 1 Convertible,10.1,4,Android,0.69,549.0,1920x1200,Touchscreen,Intel,Atom,x5-Z8550,1.44,Intel,HD Graphics 400,Unknown,Flash Storage,1.6094379124341003
841,HP,Ultrabook,12.5,8,Windows 10,1.26,1349.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
356,Dell,Gaming,17.3,16,Windows 10,4.42,2799.0,2560x1440,Full HD,Intel,Core i7,7820HK,2.9,Nvidia,GeForce GTX 1070,Dedicated,SSD,3.912023005428146
267,Lenovo,Notebook,15.6,8,No OS,2.2,499.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Nvidia,GeForce 920MX,Dedicated,SSD,2.5649493574615367
425,HP,Notebook,15.6,4,Windows 10,1.96,500.0,1366x768,Full HD,Intel,Pentium,Quad,1.6,Intel,HD Graphics 405,Unknown,HDD,1.9459101490553132
465,HP,Workstation,15.6,8,Windows 10,2.0,2249.0,1920x1080,Full HD,Intel,Core i7,6820HQ,2.7,Nvidia,Quadro M1000M,Dedicated,SSD,3.5263605246161616
755,Huawei,Ultrabook,13.0,8,Windows 10,1.05,1349.0,2160x1440,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.8903717578961645
754,Lenovo,Gaming,15.6,16,Windows 10,3.2,1749.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD,3.6375861597263857
598,HP,Notebook,14.0,4,Windows 10,1.64,684.0,1366x768,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,HDD,2.1972245773362196
48,HP,Notebook,15.6,8,Windows 10,2.1,794.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,HDD,2.70805020110221
434,Acer,Notebook,14.0,4,Windows 10,1.8,636.0,1920x1080,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,SSD,2.3978952727983707
328,Toshiba,Notebook,15.6,8,Windows 10,2.2,1399.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
1051,Samsung,Netbook,11.6,4,Chrome OS,1.15,269.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,Flash Storage,1.791759469228055
248,Toshiba,Notebook,15.6,4,Windows 10,2.1,447.0,1366x768,Full HD,Intel,Core i3,6006U,2.2,Intel,HD Graphics 520,Unknown,HDD,2.0794415416798357
100,Dell,Notebook,14.0,8,Windows 10,1.6,1119.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.8903717578961645
575,Lenovo,Notebook,15.6,4,No OS,1.9,368.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,AMD,Radeon R5 M430,Dedicated,HDD,1.791759469228055
561,Dell,Notebook,15.6,8,Linux,2.2,677.35,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon 520,Dedicated,SSD,2.772588722239781
814,Lenovo,Notebook,15.6,8,Windows 10,2.3,1349.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
1028,Lenovo,Notebook,14.0,8,No OS,1.7,599.0,1920x1080,Full HD,Intel,Core i3,7130U,2.7,Intel,HD Graphics 620,Unknown,SSD,2.9444389791664403
453,Lenovo,Gaming,15.6,8,Windows 10,2.5,1189.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD,3.4011973816621555
68,Dell,Notebook,15.6,4,Linux,2.18,443.9,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD,2.0794415416798357
729,Dell,Gaming,15.6,8,Windows 10,2.65,999.0,1920x1080,Full HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1050,Dedicated,HDD,2.833213344056216
759,Toshiba,Notebook,14.0,4,Windows 10,1.47,1105.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD,2.772588722239781
359,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.7,999.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.8903717578961645
493,Lenovo,Ultrabook,14.0,24,Windows 10,1.32,2382.0,2560x1440,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD,3.6375861597263857
692,Apple,Ultrabook,15.4,16,macOS,1.83,2439.97,2880x1800,Retina Display,Intel,Core i7,2.8GHz,2.8,AMD,Radeon Pro 555,Dedicated,SSD,3.784189633918261
24,MSI,Gaming,17.3,16,Windows 10,2.7,1492.8,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD,3.58351893845611
856,Dell,Workstation,15.6,16,Windows 10,2.8,3055.0,3840x2160,4K Ultra HD,Intel,Xeon,E3-1505M,3.0,Nvidia,Quadro M1200,Dedicated,SSD,3.6375861597263857
704,Dell,Notebook,15.6,2,Windows 10,2.2,379.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics,Unknown,HDD,1.6094379124341003
1171,Lenovo,Notebook,15.6,4,Windows 10,2.1,540.0,1366x768,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,HDD,2.6390573296152584
