id,Inches,Ram,Weight,Price_euros,Resolution_disc,Pantalla_disc,Family_disc,Clock_speed_disc,Modelo_procesador_disc,Gpu_Brand_disc,GPU_model_disc,storage_type_disc
35,15.6,4,2.3,639.0,3,1,2,2,2,0,0,3
1045,15.6,8,2.18,750.0,3,1,2,2,2,1,2,3
596,15.6,4,2.18,455.7,0,1,1,0,0,0,0,1
1218,14.0,8,1.36,1637.0,9,0,2,3,3,1,2,3
214,15.6,4,1.93,959.0,0,1,2,6,4,1,2,1
469,17.3,8,2.5,1045.0,3,1,3,3,3,2,3,3
933,15.6,4,2.18,912.5,3,1,2,2,2,2,2,3
1249,14.0,4,1.4,249.0,3,1,0,0,0,1,0,3
803,15.6,8,2.2,745.0,3,1,3,4,4,0,0,3
372,15.6,4,2.4,289.0,0,1,0,1,0,1,0,1
1287,15.6,8,2.0,1299.0,9,4,3,4,4,2,3,3
506,13.3,8,1.2,1363.0,3,1,3,2,4,1,2,3
775,17.3,12,2.2,1369.9,3,1,2,2,2,2,3,3
281,14.0,4,1.48,1590.0,3,1,2,2,2,1,2,3
234,15.6,16,2.62,1479.0,3,1,3,6,6,2,4,3
782,15.6,4,2.2,443.99,0,1,0,1,0,1,0,1
307,14.0,8,1.56,902.0,3,1,2,2,2,1,2,3
106,15.6,8,2.0,1258.0,3,1,2,2,2,1,2,3
504,15.6,8,1.86,539.0,3,1,1,0,0,1,2,3
1172,14.0,4,2.31,1189.0,0,1,2,2,2,1,2,1
1276,15.6,4,2.0,274.99,0,1,0,0,0,1,0,1
228,15.6,4,2.2,720.32,0,1,3,2,4,2,1,1
424,15.6,4,2.04,839.0,3,1,2,2,2,1,2,3
740,15.6,4,2.04,979.0,0,1,2,2,2,1,2,3
415,15.6,4,2.1,705.5,3,1,1,1,0,1,2,3
116,17.3,4,2.8,530.0,1,1,0,1,0,2,1,1
1009,13.3,8,1.62,649.0,3,1,2,3,3,1,2,1
79,15.6,16,2.72,1099.0,9,4,3,6,5,2,3,3
1234,15.6,4,1.91,478.89,3,1,0,2,0,0,1,3
272,14.0,8,1.13,1875.0,3,1,2,2,2,1,2,0
247,15.6,16,2.59,1339.0,3,1,3,6,5,2,3,3
1178,17.3,16,4.42,3012.77,3,1,3,6,6,2,10,3
409,13.3,8,1.6,1199.0,3,1,2,2,2,1,2,3
46,17.3,32,4.6,3240.0,3,1,3,4,10,2,10,3
52,15.6,8,2.2,429.0,0,1,2,0,0,0,0,1
855,13.3,8,1.44,949.0,3,1,2,2,2,1,2,3
1273,14.0,4,1.8,833.01,3,1,2,3,3,1,2,3
1095,15.6,4,1.68,469.0,0,1,1,0,0,0,0,1
254,14.0,4,1.6,875.0,0,1,2,2,2,1,2,1
431,15.6,4,1.85,403.5,3,1,1,0,0,1,2,3
19,14.0,8,1.8,919.0,3,1,2,2,2,1,2,3
213,14.0,16,1.38,1749.0,3,1,3,4,4,1,2,3
339,14.0,8,1.65,1345.0,3,1,2,2,2,1,2,3
223,14.0,8,1.94,389.0,0,1,0,1,0,1,0,1
456,12.0,8,0.92,1300.0,4,3,3,0,4,1,4,0
986,15.6,12,2.3,713.07,0,1,3,4,4,1,2,1
253,15.6,4,2.1,398.0,0,1,2,3,3,1,2,1
4,15.6,6,2.04,549.99,3,1,1,10,0,0,0,2
1134,15.6,4,2.2,399.0,3,1,1,10,0,0,1,3
1137,15.6,12,2.2,609.0,0,0,3,3,3,1,2,1
137,13.3,8,1.3,999.9,3,1,2,2,2,2,2,3
1187,15.6,4,2.31,940.0,3,1,2,3,3,1,2,1
12,14.0,8,1.79,740.0,0,1,1,3,1,1,2,3
478,15.6,4,2.2,309.0,0,1,0,10,0,0,0,1
207,15.6,4,2.2,299.0,0,1,0,0,0,0,0,1
793,14.0,4,2.02,990.0,0,1,2,2,2,1,2,1
1133,15.6,16,2.65,1845.0,9,4,3,6,6,2,6,3
266,15.6,8,1.95,1199.0,3,1,2,1,2,2,2,3
1052,15.6,16,2.5,3299.0,9,4,3,6,6,2,11,3
241,15.6,6,2.19,764.0,0,1,3,2,4,0,1,1
89,11.6,4,1.25,389.0,0,0,0,1,0,1,0,0
716,13.3,4,1.2,1195.0,3,1,2,3,3,1,2,3
517,15.6,8,2.4,449.0,0,1,1,0,0,0,0,1
891,14.0,8,1.36,1775.0,3,1,3,6,6,1,2,3
1179,15.6,8,2.3,805.99,0,1,3,4,4,0,0,1
